date,close,open,high,low,volume,change
2019/5/21,27657.24 ,27671.40 ,27915.16 ,27598.06 ,2300000000,-0.47%
2019/5/20,27787.61 ,27959.23 ,27999.60 ,27699.23 ,2330000000,-0.57%
2019/5/17,27946.46 ,28428.00 ,28428.00 ,27909.73 ,1980000000,-1.16%
2019/5/16,28275.07 ,28117.48 ,28379.37 ,28050.78 ,2450000000,0.02%
2019/5/15,28268.71 ,28171.32 ,28441.49 ,28171.32 ,2310000000,0.52%
2019/5/14,28122.02 ,27951.12 ,28205.96 ,27925.62 ,2960000000,-1.50%
2019/5/10,28550.24 ,28462.34 ,28833.45 ,28203.22 ,2500000000,0.84%
2019/5/9,28311.07 ,28839.35 ,28891.11 ,28281.98 ,3000000000,-2.39%
2019/5/8,29003.20 ,28987.09 ,29252.00 ,28945.91 ,2250000000,-1.23%
2019/5/7,29363.02 ,29313.58 ,29480.04 ,29156.45 ,2060000000,0.52%
2019/5/6,29209.82 ,29342.38 ,29384.01 ,28956.47 ,3020000000,-2.90%
2019/5/3,30081.55 ,29818.48 ,30081.55 ,29678.86 ,1260000000,0.46%
2019/5/2,29944.18 ,29643.05 ,29967.74 ,29643.05 ,1340000000,0.83%
2019/4/30,29699.11 ,29828.15 ,29855.76 ,29620.45 ,1400000000,-0.65%
2019/4/29,29892.81 ,29730.85 ,29917.11 ,29639.38 ,1290000000,0.97%
2019/4/26,29605.01 ,29513.08 ,29672.79 ,29504.14 ,1450000000,0.19%
2019/4/25,29549.80 ,29667.52 ,29849.70 ,29535.20 ,1700000000,-0.86%
2019/4/24,29805.83 ,30112.19 ,30112.19 ,29682.87 ,1800000000,-0.53%
2019/4/23,29963.24 ,29782.95 ,30055.94 ,29755.87 ,2070000000,0.00%
2019/4/18,29963.26 ,30088.65 ,30101.83 ,29896.86 ,1620000000,-0.54%
2019/4/17,30124.68 ,30160.69 ,30178.58 ,30004.97 ,2100000000,-0.02%
2019/4/16,30129.87 ,29754.30 ,30142.86 ,29665.11 ,2620000000,1.07%
2019/4/15,29810.72 ,30119.85 ,30280.12 ,29810.72 ,2070000000,-0.33%
2019/4/12,29909.76 ,29806.35 ,29909.76 ,29694.85 ,1610000000,0.24%
2019/4/11,29839.45 ,30138.14 ,30184.61 ,29783.67 ,1960000000,-0.93%
2019/4/10,30119.56 ,30052.27 ,30139.61 ,29892.62 ,1870000000,-0.13%
2019/4/9,30157.49 ,30065.99 ,30222.02 ,30018.98 ,2110000000,0.27%
2019/4/8,30077.15 ,30119.58 ,30185.06 ,29913.62 ,2390000000,0.47%
2019/4/4,29936.32 ,29950.42 ,30050.91 ,29765.55 ,1910000000,-0.17%
2019/4/3,29986.39 ,29785.27 ,29999.34 ,29715.77 ,2080000000,1.22%
2019/4/2,29624.67 ,29736.99 ,29736.99 ,29534.42 ,1920000000,0.21%
2019/4/1,29562.02 ,29383.72 ,29612.37 ,29383.72 ,2550000000,1.76%
2019/3/29,29051.36 ,28812.64 ,29100.69 ,28761.88 ,2780000000,0.96%
2019/3/28,28775.21 ,28663.20 ,28816.59 ,28558.80 ,1630000000,0.16%
2019/3/27,28728.25 ,28564.71 ,28781.63 ,28551.65 ,1520000000,0.56%
2019/3/26,28566.91 ,28677.76 ,28701.60 ,28435.06 ,1450000000,0.15%
2019/3/25,28523.35 ,28501.37 ,28702.24 ,28463.11 ,2160000000,-2.03%
2019/3/22,29113.36 ,29173.33 ,29243.10 ,28847.34 ,1790000000,0.14%
2019/3/21,29071.56 ,29387.75 ,29446.77 ,29051.85 ,1800000000,-0.85%
2019/3/20,29320.97 ,29357.19 ,29435.81 ,29251.25 ,1630000000,-0.49%
2019/3/19,29466.28 ,29419.14 ,29486.15 ,29319.51 ,1800000000,0.19%
2019/3/18,29409.01 ,29112.44 ,29409.01 ,29034.13 ,1950000000,1.37%
2019/3/15,29012.26 ,28843.86 ,29204.73 ,28828.26 ,2040000000,0.56%
2019/3/14,28851.39 ,28891.06 ,28932.47 ,28696.31 ,1430000000,0.15%
2019/3/13,28807.45 ,28924.28 ,28924.28 ,28690.37 ,1220000000,-0.39%
2019/3/12,28920.87 ,28760.27 ,28941.09 ,28734.09 ,1920000000,1.46%
2019/3/11,28503.30 ,28265.85 ,28512.27 ,28240.78 ,1570000000,0.97%
2019/3/8,28228.42 ,28409.14 ,28533.76 ,28201.09 ,3090000000,-1.91%
2019/3/7,28779.45 ,28965.42 ,29007.07 ,28772.45 ,1740000000,-0.89%
2019/3/6,29037.60 ,29003.25 ,29122.81 ,28938.39 ,1850000000,0.26%
2019/3/5,28961.60 ,28823.16 ,29025.79 ,28734.81 ,2010000000,0.01%
2019/3/4,28959.59 ,28855.11 ,29241.80 ,28760.67 ,2770000000,0.51%
2019/3/1,28812.17 ,28716.60 ,28860.20 ,28663.71 ,1990000000,0.63%
2019/2/28,28633.18 ,28719.71 ,28917.49 ,28571.13 ,2150000000,-0.43%
2019/2/27,28757.44 ,28833.16 ,29014.19 ,28701.47 ,2450000000,-0.05%
2019/2/26,28772.06 ,28971.23 ,28971.23 ,28700.01 ,2840000000,-0.65%
2019/2/25,28959.30 ,28975.52 ,29009.98 ,28763.46 ,3630000000,0.50%
2019/2/22,28816.30 ,28478.96 ,28816.30 ,28430.20 ,1760000000,0.65%
2019/2/21,28629.92 ,28450.00 ,28759.35 ,28364.85 ,1870000000,0.41%
2019/2/20,28514.05 ,28404.68 ,28599.77 ,28357.30 ,1990000000,1.01%
2019/2/19,28228.13 ,28440.49 ,28488.97 ,28208.87 ,1700000000,-0.42%
2019/2/18,28347.01 ,28186.75 ,28412.08 ,28186.75 ,1600000000,1.60%
2019/2/15,27900.84 ,28241.44 ,28256.69 ,27845.87 ,1840000000,-1.87%
2019/2/14,28432.05 ,28396.40 ,28476.65 ,28275.18 ,1480000000,-0.23%
2019/2/13,28497.59 ,28184.87 ,28533.36 ,28160.46 ,1990000000,1.16%
2019/2/12,28171.33 ,28093.31 ,28219.59 ,27983.48 ,1540000000,0.10%
2019/2/11,28143.84 ,27927.45 ,28143.84 ,27847.85 ,1430000000,0.71%
2019/2/8,27946.32 ,27708.13 ,28008.82 ,27534.20 ,1570000000,-0.16%
2019/2/4,27990.21 ,27985.42 ,28005.15 ,27847.43 ,833050000,0.21%
2019/2/1,27930.74 ,28193.28 ,28193.28 ,27802.50 ,1720000000,-0.04%
2019/1/31,27942.47 ,27842.05 ,28010.90 ,27773.98 ,2290000000,1.08%
2019/1/30,27642.85 ,27571.41 ,27642.85 ,27369.75 ,1880000000,0.40%
2019/1/29,27531.68 ,27397.54 ,27575.37 ,27328.17 ,1880000000,-0.16%
2019/1/28,27576.96 ,27695.81 ,27790.22 ,27462.37 ,1760000000,0.03%
2019/1/25,27569.19 ,27282.88 ,27569.19 ,27217.75 ,2340000000,1.65%
2019/1/24,27120.98 ,27075.37 ,27120.98 ,26889.79 ,1360000000,0.42%
2019/1/23,27008.20 ,26879.91 ,27131.22 ,26879.91 ,1420000000,0.01%
2019/1/22,27005.45 ,27189.40 ,27223.70 ,26854.66 ,1630000000,-0.70%
2019/1/21,27196.54 ,27134.27 ,27323.61 ,27084.30 ,1690000000,0.39%
2019/1/18,27090.81 ,26993.44 ,27116.65 ,26915.08 ,1750000000,1.25%
2019/1/17,26755.63 ,26953.21 ,27012.19 ,26703.31 ,1920000000,-0.54%
2019/1/16,26902.10 ,26702.93 ,26903.78 ,26567.52 ,1770000000,0.27%
2019/1/15,26830.29 ,26518.62 ,26838.55 ,26427.45 ,1880000000,2.02%
2019/1/14,26298.33 ,26559.68 ,26575.33 ,26195.78 ,1470000000,-1.38%
2019/1/11,26667.27 ,26692.02 ,26692.02 ,26494.86 ,1860000000,0.55%
2019/1/10,26521.43 ,26391.78 ,26588.21 ,26212.34 ,2000000000,0.22%
2019/1/9,26462.32 ,26237.29 ,26597.07 ,26192.65 ,2760000000,2.27%
2019/1/8,25875.45 ,25852.50 ,25960.89 ,25688.50 ,1630000000,0.15%
2019/1/7,25835.70 ,26015.84 ,26043.64 ,25753.46 ,1490000000,0.82%
2019/1/4,25626.03 ,24946.12 ,25626.03 ,24924.73 ,1760000000,2.24%
2019/1/3,25064.36 ,25077.68 ,25262.21 ,24896.87 ,1530000000,-0.26%
2019/1/2,25130.35 ,25824.44 ,25824.44 ,25055.27 ,1720000000,-2.77%
2018/12/31,25845.70 ,25732.52 ,25916.23 ,25682.66 ,852070000,1.34%
2018/12/28,25504.20 ,25502.34 ,25600.25 ,25416.36 ,1260000000,0.10%
2018/12/27,25478.88 ,25818.81 ,25920.63 ,25446.80 ,1350000000,-0.67%
2018/12/24,25651.38 ,25515.40 ,25651.38 ,25421.43 ,1110000000,-0.40%
2018/12/21,25753.42 ,25512.30 ,25805.61 ,25313.75 ,2000000000,0.51%
2018/12/20,25623.53 ,25723.53 ,25859.82 ,25416.88 ,1770000000,-0.94%
2018/12/19,25865.39 ,25860.68 ,25925.99 ,25784.09 ,1470000000,0.20%
2018/12/18,25814.25 ,25903.98 ,26152.88 ,25713.50 ,1490000000,-1.05%
2018/12/17,26087.98 ,26178.04 ,26186.30 ,26002.30 ,1070000000,-0.03%
2018/12/14,26094.79 ,26219.00 ,26219.00 ,26061.47 ,1390000000,-1.62%
2018/12/13,26524.35 ,26417.89 ,26581.93 ,26314.77 ,1800000000,1.29%
2018/12/12,26186.71 ,26054.01 ,26238.73 ,26013.36 ,1430000000,1.61%
2018/12/11,25771.67 ,25623.40 ,25861.73 ,25623.40 ,1230000000,0.07%
2018/12/10,25752.38 ,25794.95 ,25845.34 ,25570.89 ,1590000000,-1.19%
2018/12/7,26063.76 ,26249.81 ,26280.66 ,26055.78 ,2810000000,-0.35%
2018/12/6,26156.38 ,26349.42 ,26381.12 ,26016.09 ,2120000000,-2.47%
2018/12/5,26819.68 ,26745.69 ,26914.87 ,26745.69 ,1370000000,-1.62%
2018/12/4,27260.44 ,27119.19 ,27260.44 ,26984.71 ,1940000000,0.29%
2018/12/3,27182.04 ,27185.66 ,27259.43 ,27006.83 ,2630000000,2.55%
2018/11/30,26506.75 ,26506.09 ,26683.25 ,26396.62 ,2060000000,0.21%
2018/11/29,26451.03 ,26904.21 ,26923.33 ,26399.81 ,1520000000,-0.87%
2018/11/28,26682.56 ,26406.68 ,26705.30 ,26332.66 ,1460000000,1.33%
2018/11/27,26331.96 ,26345.37 ,26417.84 ,26158.97 ,1440000000,-0.17%
2018/11/26,26376.18 ,26099.35 ,26413.76 ,26031.90 ,1660000000,1.73%
2018/11/23,25927.68 ,25950.07 ,25983.25 ,25807.26 ,904190000,-0.35%
2018/11/22,26019.41 ,26139.39 ,26139.39 ,25873.38 ,1040000000,0.18%
2018/11/21,25971.47 ,25496.85 ,25998.28 ,25494.51 ,1440000000,0.51%
2018/11/20,25840.34 ,26043.51 ,26132.29 ,25776.22 ,1240000000,-2.02%
2018/11/19,26372.00 ,26278.87 ,26397.39 ,26146.39 ,1360000000,0.72%
2018/11/16,26183.53 ,26041.56 ,26197.31 ,25850.04 ,1370000000,0.31%
2018/11/15,26103.34 ,25862.18 ,26127.14 ,25611.72 ,1580000000,1.75%
2018/11/14,25654.43 ,25874.36 ,25874.36 ,25489.86 ,1480000000,-0.54%
2018/11/13,25792.87 ,25092.30 ,25792.87 ,25092.30 ,1740000000,0.62%
2018/11/12,25633.18 ,25576.28 ,25765.96 ,25505.33 ,1210000000,0.12%
2018/11/9,25601.92 ,25925.09 ,25925.09 ,25475.32 ,1900000000,-2.39%
2018/11/8,26227.72 ,26491.27 ,26491.27 ,26141.25 ,1710000000,0.31%
2018/11/7,26147.69 ,26125.09 ,26530.87 ,25920.72 ,1780000000,0.10%
2018/11/6,26120.96 ,26062.24 ,26159.83 ,25826.69 ,1610000000,0.72%
2018/11/5,25934.39 ,26050.34 ,26146.81 ,25747.52 ,1680000000,-2.08%
2018/11/2,26486.35 ,25980.44 ,26486.35 ,25909.71 ,3630000000,4.21%
2018/11/1,25416.00 ,25228.75 ,25535.12 ,25190.90 ,2240000000,1.75%
2018/10/31,24979.69 ,24752.83 ,24979.69 ,24700.11 ,2440000000,1.60%
2018/10/30,24585.53 ,24765.12 ,24939.18 ,24540.63 ,2170000000,-0.91%
2018/10/29,24812.04 ,24955.79 ,24955.79 ,24594.74 ,2060000000,0.38%
2018/10/26,24717.63 ,25031.49 ,25062.20 ,24589.04 ,1740000000,-1.11%
2018/10/25,24994.46 ,24766.72 ,24994.46 ,24653.79 ,2360000000,-1.01%
2018/10/24,25249.78 ,25401.17 ,25653.36 ,25194.29 ,2020000000,-0.38%
2018/10/23,25346.55 ,26015.49 ,26015.49 ,25315.76 ,1830000000,-3.08%
2018/10/22,26153.15 ,25668.33 ,26234.86 ,25668.33 ,2290000000,2.32%
2018/10/19,25561.40 ,25172.03 ,25743.45 ,25090.30 ,2100000000,0.42%
2018/10/18,25454.55 ,25674.66 ,25674.66 ,25261.72 ,1820000000,-0.03%
2018/10/16,25462.26 ,25586.16 ,25712.13 ,25266.54 ,1510000000,0.07%
2018/10/15,25445.06 ,25683.59 ,25683.59 ,25399.54 ,1660000000,-1.38%
2018/10/12,25801.49 ,25401.41 ,25835.76 ,25286.86 ,2160000000,2.12%
2018/10/11,25266.37 ,25392.90 ,25437.85 ,25125.22 ,3190000000,-3.54%
2018/10/10,26193.07 ,26281.28 ,26499.84 ,26193.07 ,1770000000,0.08%
2018/10/9,26172.91 ,26194.17 ,26366.60 ,26067.51 ,1800000000,-0.11%
2018/10/8,26202.57 ,26717.60 ,26717.60 ,26187.83 ,2370000000,-1.39%
2018/10/5,26572.57 ,26503.75 ,26639.64 ,26373.46 ,1740000000,-0.19%
2018/10/4,26623.87 ,27029.40 ,27029.40 ,26551.44 ,1960000000,-1.73%
2018/10/3,27091.26 ,26840.20 ,27270.16 ,26840.20 ,1360000000,-0.13%
2018/10/2,27126.38 ,27716.16 ,27716.16 ,27073.08 ,2150000000,-2.38%
2018/9/28,27788.52 ,27879.06 ,27927.95 ,27672.83 ,1690000000,0.26%
2018/9/27,27715.67 ,27912.51 ,27928.29 ,27638.54 ,1490000000,-0.36%
2018/9/26,27816.87 ,27606.81 ,28031.81 ,27589.37 ,2410000000,1.15%
2018/9/24,27499.39 ,27783.85 ,27783.85 ,27425.01 ,1560000000,-1.62%
2018/9/21,27953.58 ,27712.35 ,27965.96 ,27536.27 ,2860000000,1.73%
2018/9/20,27477.67 ,27605.72 ,27628.19 ,27327.23 ,1440000000,0.26%
2018/9/19,27407.37 ,27170.02 ,27488.35 ,27085.79 ,1930000000,1.19%
2018/9/18,27084.66 ,26846.33 ,27156.55 ,26648.99 ,1870000000,0.56%
2018/9/17,26932.85 ,27029.91 ,27037.48 ,26763.21 ,1300000000,-1.30%
2018/9/14,27286.41 ,27229.79 ,27340.02 ,27027.45 ,1760000000,1.01%
2018/9/13,27014.49 ,26798.39 ,27014.49 ,26648.77 ,2410000000,2.54%
2018/9/12,26345.04 ,26462.82 ,26468.91 ,26219.56 ,2330000000,-0.29%
2018/9/11,26422.55 ,26611.93 ,26690.65 ,26394.87 ,1740000000,-0.72%
2018/9/10,26613.42 ,26922.27 ,26926.63 ,26453.29 ,2110000000,-1.33%
2018/9/7,26973.47 ,26895.87 ,27196.57 ,26669.58 ,2950000000,-0.01%
2018/9/6,26974.82 ,27069.21 ,27268.39 ,26818.82 ,2240000000,-0.99%
2018/9/5,27243.85 ,27789.02 ,27861.99 ,27208.34 ,1970000000,-2.61%
2018/9/4,27973.34 ,27619.18 ,27984.89 ,27563.79 ,1140000000,0.94%
2018/9/3,27712.54 ,27809.45 ,27822.19 ,27577.04 ,1440000000,-0.63%
2018/8/31,27888.55 ,27798.21 ,27962.03 ,27720.32 ,1980000000,-0.98%
2018/8/30,28164.05 ,28533.93 ,28533.93 ,28121.40 ,1330000000,-0.89%
2018/8/29,28416.44 ,28362.84 ,28485.83 ,28272.13 ,1410000000,0.23%
2018/8/28,28351.62 ,28530.89 ,28579.64 ,28234.53 ,1700000000,0.28%
2018/8/27,28271.27 ,28016.66 ,28289.06 ,27956.04 ,2200000000,2.17%
2018/8/24,27671.87 ,27565.98 ,27830.91 ,27532.06 ,1540000000,-0.43%
2018/8/23,27790.46 ,28005.33 ,28051.65 ,27659.21 ,1510000000,-0.49%
2018/8/22,27927.58 ,27836.68 ,27954.52 ,27579.80 ,1840000000,0.63%
2018/8/21,27752.79 ,27670.54 ,27771.30 ,27526.30 ,1750000000,0.56%
2018/8/20,27598.02 ,27273.78 ,27609.80 ,27209.22 ,1710000000,1.41%
2018/8/17,27213.41 ,27388.57 ,27450.84 ,27101.10 ,1610000000,0.42%
2018/8/16,27100.06 ,26871.11 ,27405.25 ,26871.11 ,2200000000,-0.82%
2018/8/15,27323.59 ,27724.72 ,27727.27 ,27249.08 ,1970000000,-1.55%
2018/8/14,27752.93 ,27938.32 ,27946.55 ,27522.82 ,1540000000,-0.66%
2018/8/13,27936.57 ,27956.78 ,28085.17 ,27823.21 ,1530000000,-1.52%
2018/8/10,28366.62 ,28614.73 ,28665.90 ,28296.99 ,1320000000,-0.84%
2018/8/9,28607.30 ,28260.50 ,28728.17 ,28192.81 ,1490000000,0.88%
2018/8/8,28359.14 ,28473.48 ,28473.48 ,28224.46 ,1660000000,0.39%
2018/8/7,28248.88 ,27889.44 ,28266.68 ,27843.16 ,1600000000,1.54%
2018/8/6,27819.56 ,27885.51 ,28074.53 ,27730.42 ,1490000000,0.52%
2018/8/3,27676.32 ,27751.60 ,27786.15 ,27604.56 ,1660000000,-0.14%
2018/8/2,27714.56 ,28159.01 ,28218.28 ,27578.09 ,2050000000,-2.21%
2018/8/1,28340.74 ,28756.72 ,28772.80 ,28219.97 ,1560000000,-0.85%
2018/7/31,28583.01 ,28663.14 ,28682.31 ,28538.03 ,1510000000,-0.52%
2018/7/30,28733.13 ,28631.05 ,28839.24 ,28539.56 ,1270000000,-0.25%
2018/7/27,28804.28 ,28734.73 ,28816.69 ,28572.79 ,1240000000,0.08%
2018/7/26,28781.14 ,29083.40 ,29083.40 ,28625.08 ,1460000000,-0.48%
2018/7/25,28920.90 ,28906.97 ,28964.79 ,28764.35 ,1680000000,0.90%
2018/7/24,28662.57 ,28282.30 ,28718.00 ,28282.30 ,2490000000,1.44%
2018/7/23,28256.12 ,28298.61 ,28391.58 ,28091.06 ,1950000000,0.11%
2018/7/20,28224.48 ,28054.76 ,28294.74 ,27745.85 ,2520000000,0.76%
2018/7/19,28010.86 ,28251.16 ,28329.98 ,27998.36 ,1540000000,-0.38%
2018/7/18,28117.42 ,28352.11 ,28386.38 ,28045.47 ,1550000000,-0.23%
2018/7/17,28181.68 ,28451.50 ,28460.87 ,28137.95 ,1750000000,-1.25%
2018/7/16,28539.66 ,28580.96 ,28699.21 ,28327.00 ,1280000000,0.05%
2018/7/13,28525.44 ,28689.18 ,28715.36 ,28500.51 ,1490000000,0.16%
2018/7/12,28480.83 ,28260.09 ,28614.53 ,28217.31 ,1910000000,0.60%
2018/7/11,28311.69 ,28013.72 ,28365.72 ,28013.72 ,1930000000,-1.29%
2018/7/10,28682.25 ,28900.71 ,28981.93 ,28682.25 ,1720000000,-0.02%
2018/7/9,28688.50 ,28606.16 ,28821.54 ,28518.52 ,1940000000,1.32%
2018/7/6,28315.62 ,28254.37 ,28554.21 ,27925.33 ,2080000000,0.47%
2018/7/5,28182.09 ,28101.85 ,28320.90 ,27830.75 ,1940000000,-0.21%
2018/7/4,28241.67 ,28546.32 ,28642.34 ,28141.28 ,2170000000,-1.06%
2018/7/3,28545.57 ,28617.00 ,28617.00 ,27990.45 ,3380000000,-1.41%
2018/6/29,28955.11 ,28463.85 ,28962.29 ,28463.85 ,2460000000,1.61%
2018/6/28,28497.32 ,28368.01 ,28567.29 ,28169.10 ,2650000000,0.50%
2018/6/27,28356.26 ,28957.64 ,28988.83 ,28342.82 ,2650000000,-1.82%
2018/6/26,28881.40 ,28881.18 ,29034.23 ,28505.09 ,2610000000,-0.28%
2018/6/25,28961.39 ,29326.12 ,29403.36 ,28895.40 ,2370000000,-1.29%
2018/6/22,29338.70 ,29215.54 ,29436.84 ,29089.39 ,2220000000,0.15%
2018/6/21,29296.05 ,29764.05 ,29882.27 ,29285.71 ,2090000000,-1.35%
2018/6/20,29696.17 ,29478.46 ,29944.30 ,29406.20 ,2300000000,0.77%
2018/6/19,29468.15 ,29999.01 ,30012.04 ,29332.28 ,3670000000,-2.78%
2018/6/15,30309.49 ,30411.07 ,30519.29 ,30259.11 ,2410000000,-0.43%
2018/6/14,30440.17 ,30684.07 ,30777.96 ,30349.96 ,2190000000,-0.93%
2018/6/13,30725.15 ,30990.37 ,31023.73 ,30688.26 ,1680000000,-1.22%
2018/6/12,31103.06 ,31029.85 ,31242.86 ,30944.97 ,1420000000,0.13%
2018/6/11,31063.70 ,31016.52 ,31134.03 ,30898.57 ,1360000000,0.34%
2018/6/8,30958.21 ,31435.26 ,31435.26 ,30874.10 ,1770000000,-1.76%
2018/6/7,31512.63 ,31464.63 ,31521.13 ,31369.28 ,2000000000,0.81%
2018/6/6,31259.10 ,31162.02 ,31332.42 ,31161.37 ,1510000000,0.53%
2018/6/5,31093.45 ,31009.47 ,31188.93 ,30896.11 ,1780000000,0.31%
2018/6/4,30997.98 ,30836.77 ,31012.92 ,30743.18 ,1890000000,1.66%
2018/6/1,30492.91 ,30548.78 ,30581.12 ,30363.49 ,2860000000,0.08%
2018/5/31,30468.56 ,30274.18 ,30533.58 ,30148.43 ,4240000000,1.37%
2018/5/30,30056.79 ,30109.37 ,30241.23 ,29964.34 ,2480000000,-1.40%
2018/5/29,30484.58 ,30647.26 ,30713.32 ,30454.18 ,1710000000,-1.00%
2018/5/28,30792.26 ,30759.84 ,30839.30 ,30530.47 ,1790000000,0.67%
2018/5/25,30588.04 ,30664.27 ,30736.97 ,30525.74 ,1730000000,-0.56%
2018/5/24,30760.41 ,30718.66 ,30788.97 ,30589.38 ,1630000000,0.31%
2018/5/23,30665.64 ,31191.87 ,31191.87 ,30665.64 ,2510000000,-1.82%
2018/5/21,31234.35 ,31232.79 ,31464.10 ,31232.79 ,1650000000,0.60%
2018/5/18,31047.91 ,31033.97 ,31148.06 ,30904.68 ,1780000000,0.34%
2018/5/17,30942.15 ,31416.71 ,31416.71 ,30942.15 ,1550000000,-0.54%
2018/5/16,31110.20 ,31014.72 ,31218.08 ,30818.78 ,1390000000,-0.13%
2018/5/15,31152.03 ,31573.18 ,31573.18 ,31152.03 ,1620000000,-1.23%
2018/5/14,31541.08 ,31498.36 ,31592.56 ,31423.57 ,1850000000,1.35%
2018/5/11,31122.06 ,31151.80 ,31277.39 ,31032.44 ,1680000000,1.02%
2018/5/10,30809.22 ,30716.97 ,30851.30 ,30712.93 ,1580000000,0.89%
2018/5/9,30536.14 ,30452.16 ,30568.76 ,30346.62 ,1400000000,0.44%
2018/5/8,30402.81 ,30123.77 ,30444.22 ,30123.77 ,1670000000,1.36%
2018/5/7,29994.26 ,30102.06 ,30138.33 ,29791.87 ,1490000000,0.23%
2018/5/4,29926.50 ,30316.98 ,30341.46 ,29859.30 ,1810000000,-1.28%
2018/5/3,30313.37 ,30405.48 ,30432.07 ,30118.65 ,1790000000,-1.34%
2018/5/2,30723.88 ,30782.21 ,30824.77 ,30570.81 ,1690000000,-0.27%
2018/4/30,30808.45 ,30530.40 ,30853.13 ,30483.91 ,1980000000,1.74%
2018/4/27,30280.67 ,30300.83 ,30336.00 ,30019.12 ,1660000000,0.91%
2018/4/26,30007.68 ,30378.15 ,30463.42 ,29871.20 ,1820000000,-1.06%
2018/4/25,30328.15 ,30486.86 ,30507.19 ,30244.16 ,1730000000,-1.01%
2018/4/24,30636.24 ,30353.83 ,30665.10 ,30335.29 ,1800000000,1.26%
2018/4/23,30254.40 ,30327.03 ,30481.86 ,30184.45 ,1560000000,-0.54%
2018/4/20,30418.33 ,30647.94 ,30848.47 ,30355.79 ,1710000000,-0.94%
2018/4/19,30708.44 ,30532.95 ,30761.47 ,30451.00 ,2290000000,1.40%
2018/4/18,30284.25 ,30469.95 ,30487.17 ,29979.40 ,2060000000,0.74%
2018/4/17,30062.75 ,30354.89 ,30477.79 ,30012.70 ,1980000000,-0.83%
2018/4/16,30315.59 ,30849.72 ,30849.72 ,30190.75 ,1880000000,-1.60%
2018/4/13,30808.38 ,31076.76 ,31076.76 ,30707.77 ,1450000000,-0.07%
2018/4/12,30831.28 ,31094.11 ,31094.11 ,30637.14 ,1810000000,-0.22%
2018/4/11,30897.71 ,30761.23 ,31021.12 ,30723.07 ,2360000000,0.55%
2018/4/10,30728.74 ,30205.09 ,30806.86 ,30163.09 ,2340000000,1.65%
2018/4/9,30229.58 ,30104.32 ,30514.80 ,29909.37 ,1900000000,1.29%
2018/4/6,29844.94 ,29750.24 ,29980.56 ,29608.33 ,1750000000,1.11%
2018/4/4,29518.69 ,30244.22 ,30329.08 ,29518.69 ,1870000000,-2.19%
2018/4/3,30180.10 ,29927.88 ,30269.28 ,29755.36 ,1970000000,0.29%
2018/3/29,30093.38 ,30154.18 ,30252.95 ,29819.63 ,2230000000,0.24%
2018/3/28,30022.53 ,30510.38 ,30637.21 ,30022.53 ,2280000000,-2.50%
2018/3/27,30790.83 ,30985.75 ,30985.75 ,30738.76 ,2110000000,0.79%
2018/3/26,30548.77 ,30267.07 ,30548.77 ,29995.16 ,2390000000,0.79%
2018/3/23,30309.29 ,29930.23 ,30320.31 ,29930.23 ,3630000000,-2.45%
2018/3/22,31071.05 ,31575.93 ,31686.67 ,31018.44 ,2170000000,-1.09%
2018/3/21,31414.52 ,31811.98 ,31978.14 ,31381.54 ,2380000000,-0.43%
2018/3/20,31549.93 ,31315.42 ,31576.05 ,31183.40 ,1800000000,0.11%
2018/3/19,31513.76 ,31370.47 ,31656.30 ,31244.62 ,1490000000,0.04%
2018/3/16,31501.97 ,31363.03 ,31564.78 ,31337.45 ,2420000000,-0.12%
2018/3/15,31541.10 ,31181.15 ,31583.38 ,31121.66 ,1540000000,0.34%
2018/3/14,31435.01 ,31321.79 ,31453.48 ,31141.85 ,1760000000,-0.53%
2018/3/13,31601.45 ,31570.20 ,31709.99 ,31461.47 ,2180000000,0.02%
2018/3/12,31594.33 ,31536.30 ,31607.58 ,31342.48 ,2240000000,1.93%
2018/3/9,30996.21 ,30858.27 ,30996.21 ,30840.80 ,1520000000,1.11%
2018/3/8,30654.52 ,30523.68 ,30724.03 ,30428.61 ,1580000000,1.52%
2018/3/7,30196.92 ,30323.77 ,30673.08 ,30117.40 ,2200000000,-1.03%
2018/3/6,30510.73 ,30380.96 ,30620.06 ,30129.80 ,2340000000,2.09%
2018/3/5,29886.39 ,30524.26 ,30679.47 ,29852.42 ,2350000000,-2.28%
2018/3/2,30583.45 ,30611.10 ,30670.94 ,30477.95 ,3050000000,-1.48%
2018/3/1,31044.25 ,30476.99 ,31081.68 ,30453.82 ,2180000000,0.65%
2018/2/28,30844.72 ,31037.41 ,31061.76 ,30703.90 ,2480000000,-1.36%
2018/2/27,31268.66 ,31790.85 ,31798.98 ,31141.52 ,2660000000,-0.73%
2018/2/26,31498.60 ,31528.29 ,31567.46 ,31273.95 ,2090000000,0.74%
2018/2/23,31267.17 ,31289.08 ,31386.81 ,31149.32 ,1720000000,0.97%
2018/2/22,30965.68 ,31084.45 ,31195.27 ,30930.10 ,2470000000,-1.48%
2018/2/21,31431.89 ,31050.52 ,31477.85 ,30885.95 ,1990000000,1.81%
2018/2/20,30873.63 ,31165.29 ,31339.69 ,30720.48 ,2100000000,-0.78%
2018/2/15,31115.43 ,30958.71 ,31145.10 ,30816.65 ,2130000000,1.97%
2018/2/14,30515.60 ,30024.47 ,30637.23 ,29968.54 ,2480000000,2.27%
