date,close,open,high,low,volume,change
2022/8/23,19503.25 ,19644.23 ,19701.55 ,19377.09 ,1850000000,-0.78%
2022/8/22,19656.98 ,19572.42 ,19825.93 ,19564.19 ,1600000000,-0.59%
2022/8/19,19773.03 ,19656.80 ,19898.18 ,19656.80 ,1400000000,0.05%
2022/8/18,19763.91 ,19991.94 ,19991.94 ,19675.46 ,1590000000,-0.80%
2022/8/17,19922.45 ,19995.77 ,20069.85 ,19800.58 ,1410000000,0.46%
2022/8/16,19830.52 ,20107.14 ,20173.40 ,19662.61 ,1950000000,-1.05%
2022/8/15,20040.86 ,20038.48 ,20260.66 ,19984.04 ,1390000000,-0.67%
2022/8/12,20175.62 ,20158.29 ,20208.02 ,20011.38 ,1570000000,0.46%
2022/8/11,20082.43 ,19840.57 ,20082.43 ,19789.96 ,1600000000,2.40%
2022/8/10,19610.84 ,19956.51 ,19956.51 ,19469.11 ,1730000000,-1.96%
2022/8/9,20003.44 ,20039.30 ,20250.87 ,19856.23 ,1500000000,-0.21%
2022/8/8,20045.77 ,20065.35 ,20171.89 ,19954.04 ,1380000000,-0.77%
2022/8/5,20201.94 ,20283.59 ,20283.59 ,20096.54 ,1640000000,0.14%
2022/8/4,20174.04 ,20011.25 ,20216.58 ,19995.46 ,1920000000,2.06%
2022/8/3,19767.09 ,19865.69 ,19921.91 ,19685.48 ,1790000000,0.40%
2022/8/2,19689.21 ,19943.16 ,19943.16 ,19515.54 ,2290000000,-2.36%
2022/8/1,20165.84 ,20026.60 ,20251.43 ,19883.92 ,1970000000,0.05%
2022/7/29,20156.51 ,20647.45 ,20647.45 ,20050.05 ,2180000000,-2.26%
2022/7/28,20622.68 ,20705.46 ,20772.63 ,20533.42 ,1970000000,-0.23%
2022/7/27,20670.04 ,20684.48 ,20770.10 ,20572.42 ,1730000000,-1.13%
2022/7/26,20905.88 ,20676.68 ,20952.45 ,20631.82 ,1700000000,1.67%
2022/7/25,20562.94 ,20516.34 ,20595.09 ,20353.68 ,1380000000,-0.22%
2022/7/22,20609.14 ,20717.47 ,20788.46 ,20513.80 ,1330000000,0.17%
2022/7/21,20574.63 ,20811.60 ,20827.61 ,20527.35 ,1760000000,-1.51%
2022/7/20,20890.22 ,20968.42 ,21111.78 ,20884.92 ,1410000000,1.11%
2022/7/19,20661.06 ,20719.20 ,20758.71 ,20549.44 ,1290000000,-0.89%
2022/7/18,20846.18 ,20479.58 ,20866.33 ,20294.14 ,2050000000,2.70%
2022/7/15,20297.72 ,20522.11 ,20656.96 ,20215.97 ,2530000000,-2.19%
2022/7/14,20751.21 ,20818.27 ,20888.80 ,20554.15 ,2370000000,-0.22%
2022/7/13,20797.95 ,20911.53 ,21040.34 ,20751.48 ,2060000000,-0.22%
2022/7/12,20844.74 ,20905.07 ,21084.09 ,20779.59 ,1750000000,-1.32%
2022/7/11,21124.20 ,21470.77 ,21470.77 ,21001.63 ,1690000000,-2.77%
2022/7/8,21725.78 ,21961.75 ,21961.75 ,21614.65 ,1570000000,0.38%
2022/7/7,21643.58 ,21352.70 ,21643.58 ,21200.93 ,1740000000,0.26%
2022/7/6,21586.66 ,21777.64 ,21833.40 ,21286.66 ,2890000000,-1.22%
2022/7/5,21853.07 ,22053.16 ,22198.51 ,21799.19 ,2140000000,0.10%
2022/7/4,21830.35 ,21690.68 ,21886.35 ,21458.63 ,2200000000,-0.13%
2022/6/30,21859.79 ,21917.45 ,22111.91 ,21719.17 ,2820000000,-0.62%
2022/6/29,21996.89 ,22125.61 ,22289.07 ,21844.05 ,2830000000,-1.88%
2022/6/28,22418.97 ,22144.63 ,22449.31 ,21952.44 ,2870000000,0.85%
2022/6/27,22229.52 ,21976.80 ,22414.43 ,21976.80 ,2990000000,2.35%
2022/6/24,21719.06 ,21450.68 ,21762.67 ,21408.66 ,2410000000,2.09%
2022/6/23,21273.87 ,21157.58 ,21443.59 ,21010.89 ,2010000000,1.26%
2022/6/22,21008.34 ,21469.74 ,21519.58 ,21008.34 ,2470000000,-2.56%
2022/6/21,21559.59 ,21264.98 ,21564.87 ,21175.95 ,2130000000,1.87%
2022/6/20,21163.91 ,20948.80 ,21175.98 ,20839.02 ,2090000000,0.42%
2022/6/17,21075.00 ,20716.74 ,21145.94 ,20697.17 ,3100000000,1.10%
2022/6/16,20845.43 ,21515.64 ,21545.84 ,20697.41 ,2340000000,-2.17%
2022/6/15,21308.21 ,21111.32 ,21431.07 ,21111.32 ,2300000000,1.14%
2022/6/14,21067.99 ,20783.54 ,21175.01 ,20717.64 ,1970000000,0.00%
2022/6/13,21067.58 ,21162.53 ,21320.15 ,20993.76 ,2610000000,-3.39%
2022/6/10,21806.18 ,21522.50 ,21935.01 ,21487.91 ,2690000000,-0.29%
2022/6/9,21869.05 ,22121.53 ,22142.82 ,21737.94 ,2540000000,-0.66%
2022/6/8,22014.59 ,21788.89 ,22064.12 ,21734.49 ,2940000000,2.24%
2022/6/7,21531.67 ,21577.48 ,21744.46 ,21394.59 ,2150000000,-0.56%
2022/6/6,21653.90 ,21282.51 ,21691.92 ,21030.07 ,2240000000,2.71%
2022/6/2,21082.13 ,21057.04 ,21115.78 ,20884.16 ,1820000000,-1.00%
2022/6/1,21294.94 ,21407.79 ,21411.95 ,21154.04 ,2070000000,-0.56%
2022/5/31,21415.20 ,21106.41 ,21415.20 ,21029.72 ,3920000000,1.38%
2022/5/30,21123.93 ,20933.50 ,21169.08 ,20885.02 ,2610000000,2.06%
2022/5/27,20697.36 ,20646.06 ,20779.75 ,20494.15 ,2570000000,2.89%
2022/5/26,20116.20 ,20272.22 ,20272.22 ,19890.76 ,1860000000,-0.27%
2022/5/25,20171.27 ,20115.56 ,20370.74 ,20067.98 ,2100000000,0.29%
2022/5/24,20112.10 ,20420.14 ,20509.62 ,19989.62 ,1830000000,-1.75%
2022/5/23,20470.06 ,20608.65 ,20642.76 ,20303.55 ,1700000000,-1.19%
2022/5/20,20717.24 ,20470.95 ,20794.13 ,20408.68 ,2170000000,2.96%
2022/5/19,20120.68 ,20146.96 ,20277.94 ,19924.87 ,2120000000,-2.54%
2022/5/18,20644.28 ,20674.23 ,20711.93 ,20389.61 ,1950000000,0.20%
2022/5/17,20602.52 ,20193.60 ,20626.42 ,20169.24 ,2210000000,3.27%
2022/5/16,19950.21 ,20131.53 ,20173.22 ,19764.96 ,1800000000,0.26%
2022/5/13,19898.77 ,19615.99 ,19925.44 ,19608.26 ,2080000000,2.68%
2022/5/12,19380.34 ,19556.89 ,19731.27 ,19342.89 ,2270000000,-2.24%
2022/5/11,19824.57 ,19511.80 ,20083.49 ,19474.03 ,1960000000,0.97%
2022/5/10,19633.69 ,19300.68 ,19758.63 ,19178.89 ,2790000000,-1.84%
2022/5/6,20001.96 ,20287.06 ,20320.28 ,19973.47 ,2110000000,-3.81%
2022/5/5,20793.40 ,21163.15 ,21284.85 ,20776.97 ,1830000000,-0.36%
2022/5/4,20869.52 ,21101.89 ,21101.89 ,20775.20 ,,-1.10%
2022/5/3,21101.89 ,20927.62 ,21291.80 ,20648.53 ,1740000000,0.06%
2022/4/29,21089.39 ,20271.40 ,21154.85 ,20042.85 ,,4.01%
2022/4/28,20276.17 ,19946.36 ,20285.92 ,19946.36 ,,1.65%
2022/4/27,19946.36 ,19723.46 ,20053.11 ,19665.49 ,2360000000,0.06%
2022/4/26,19934.71 ,19989.04 ,20258.64 ,19858.36 ,2570000000,0.33%
2022/4/25,19869.34 ,20638.52 ,20638.52 ,19784.28 ,,-3.73%
2022/4/22,20638.52 ,20261.61 ,20709.49 ,20184.96 ,2350000000,-0.21%
2022/4/21,20682.22 ,20780.86 ,20920.60 ,20483.86 ,2230000000,-1.25%
2022/4/20,20944.67 ,20972.84 ,21214.98 ,20889.02 ,1880000000,-0.40%
2022/4/19,21027.76 ,21106.00 ,21191.80 ,20896.43 ,2240000000,-2.28%
2022/4/14,21518.08 ,21463.35 ,21587.47 ,21358.73 ,1720000000,0.67%
2022/4/13,21374.37 ,21192.62 ,21531.48 ,21141.06 ,1700000000,0.26%
2022/4/12,21319.13 ,21279.18 ,21519.13 ,20988.20 ,2050000000,0.52%
2022/4/11,21208.30 ,21688.03 ,21688.03 ,21132.54 ,2100000000,-3.03%
2022/4/8,21872.01 ,21667.53 ,21872.01 ,21568.22 ,1740000000,0.29%
2022/4/7,21808.98 ,21910.40 ,22236.93 ,21779.19 ,2080000000,-1.23%
2022/4/6,22080.52 ,22220.21 ,22244.99 ,22015.12 ,2750000000,-1.87%
2022/4/4,22502.31 ,22227.11 ,22523.64 ,22124.03 ,1870000000,2.10%
2022/4/1,22039.55 ,21693.10 ,22039.55 ,21558.05 ,1940000000,0.19%
2022/3/31,21996.85 ,22262.16 ,22262.16 ,21922.58 ,2230000000,-1.06%
2022/3/30,22232.03 ,22101.63 ,22391.35 ,22033.78 ,2730000000,1.39%
2022/3/29,21927.63 ,21771.29 ,21937.27 ,21722.17 ,2260000000,1.12%
2022/3/28,21684.97 ,21422.20 ,21790.97 ,21202.69 ,2200000000,1.31%
2022/3/25,21404.88 ,21735.61 ,21944.08 ,21289.26 ,2360000000,-2.47%
2022/3/24,21945.95 ,22002.87 ,22231.67 ,21900.13 ,2400000000,-0.94%
2022/3/23,22154.08 ,22088.79 ,22423.51 ,21983.10 ,2840000000,1.21%
2022/3/22,21889.28 ,21319.19 ,21906.32 ,21266.90 ,2590000000,3.15%
2022/3/21,21221.34 ,21823.07 ,21823.07 ,21096.31 ,2340000000,-0.89%
2022/3/18,21412.40 ,21232.88 ,21646.15 ,20922.37 ,4590000000,-0.41%
2022/3/17,21501.23 ,21430.71 ,21501.23 ,20786.69 ,4830000000,7.04%
2022/3/16,20087.50 ,18956.02 ,20120.85 ,18584.04 ,5500000000,9.08%
2022/3/15,18415.08 ,18931.18 ,19392.69 ,18235.48 ,6010000000,-5.72%
2022/3/14,19531.66 ,20203.84 ,20203.84 ,19416.78 ,4100000000,-4.97%
2022/3/11,20553.79 ,20460.03 ,20778.86 ,20079.15 ,3020000000,-1.61%
2022/3/10,20890.26 ,21106.57 ,21114.44 ,20709.62 ,2690000000,1.27%
2022/3/9,20627.71 ,20820.02 ,20957.72 ,20102.57 ,3670000000,-0.67%
2022/3/8,20765.87 ,21082.39 ,21303.52 ,20638.95 ,3230000000,-1.39%
2022/3/7,21057.63 ,21308.90 ,21327.19 ,20826.36 ,3320000000,-3.87%
2022/3/4,21905.29 ,21879.13 ,22017.94 ,21838.99 ,2440000000,-2.50%
2022/3/3,22467.34 ,22434.26 ,22543.42 ,22378.11 ,1940000000,0.55%
2022/3/2,22343.92 ,22568.36 ,22712.44 ,22299.14 ,2230000000,-1.84%
2022/3/1,22761.71 ,22739.84 ,22937.56 ,22591.73 ,1800000000,0.21%
2022/2/28,22713.02 ,22818.17 ,22818.17 ,22406.12 ,2830000000,-0.24%
2022/2/25,22767.18 ,22908.10 ,23046.86 ,22718.15 ,2520000000,-0.59%
2022/2/24,22901.56 ,23268.03 ,23376.37 ,22786.39 ,3000000000,-3.21%
2022/2/23,23660.28 ,23617.97 ,23745.07 ,23500.92 ,1420000000,0.60%
2022/2/22,23520.00 ,23692.54 ,23813.64 ,23336.78 ,2060000000,-2.69%
2022/2/21,24170.07 ,24109.59 ,24231.08 ,23998.77 ,1620000000,-0.65%
2022/2/18,24327.71 ,24633.66 ,24763.37 ,24284.53 ,1680000000,-1.88%
2022/2/17,24792.77 ,24722.88 ,24861.82 ,24523.95 ,1570000000,0.30%
2022/2/16,24718.90 ,24618.30 ,24728.93 ,24548.05 ,1820000000,1.49%
2022/2/15,24355.71 ,24458.50 ,24570.09 ,24219.90 ,2630000000,-0.82%
2022/2/14,24556.57 ,24725.10 ,24733.11 ,24482.86 ,1980000000,-1.41%
2022/2/11,24906.66 ,24837.20 ,24957.81 ,24732.65 ,2510000000,-0.07%
2022/2/10,24924.35 ,25050.59 ,25050.59 ,24649.74 ,2100000000,0.38%
2022/2/9,24829.99 ,24727.34 ,24896.43 ,24690.45 ,2510000000,2.06%
2022/2/8,24329.49 ,24548.05 ,24548.05 ,24149.75 ,2290000000,-1.02%
2022/2/7,24579.55 ,24609.43 ,24616.50 ,24365.89 ,2540000000,0.03%
2022/2/4,24573.29 ,24392.86 ,24609.33 ,24140.89 ,1830000000,3.24%
2022/1/31,23802.26 ,23624.14 ,23975.70 ,23469.76 ,995460000,1.07%
2022/1/28,23550.08 ,23818.94 ,23848.02 ,23507.03 ,1780000000,-1.08%
2022/1/27,23807.00 ,23952.01 ,23952.01 ,23565.00 ,1850000000,-1.99%
2022/1/26,24289.90 ,24342.90 ,24487.30 ,24123.70 ,1960000000,0.19%
2022/1/25,24243.61 ,24251.52 ,24366.89 ,24001.96 ,2180000000,-1.67%
2022/1/24,24656.46 ,24693.43 ,24795.54 ,24570.87 ,1870000000,-1.24%
2022/1/21,24965.55 ,24897.59 ,24982.03 ,24723.92 ,2370000000,0.05%
2022/1/20,24952.35 ,24263.15 ,24952.35 ,24233.18 ,2530000000,3.42%
2022/1/19,24127.85 ,24229.78 ,24286.14 ,23951.60 ,1730000000,0.06%
2022/1/18,24112.78 ,24274.75 ,24385.05 ,24009.71 ,1640000000,-0.43%
2022/1/17,24218.03 ,24390.29 ,24408.88 ,24111.74 ,1630000000,-0.68%
2022/1/14,24383.32 ,24185.86 ,24383.32 ,24140.81 ,1840000000,-0.19%
2022/1/13,24429.77 ,24561.48 ,24561.48 ,24289.19 ,2160000000,0.11%
2022/1/12,24402.17 ,24069.52 ,24402.17 ,24069.52 ,2490000000,2.79%
2022/1/11,23739.06 ,23678.69 ,23863.83 ,23595.01 ,2330000000,-0.03%
2022/1/10,23746.54 ,23523.90 ,23790.52 ,23399.09 ,2540000000,1.08%
2022/1/7,23493.38 ,23318.92 ,23497.50 ,23162.85 ,2600000000,1.82%
2022/1/6,23072.86 ,22843.20 ,23082.95 ,22709.60 ,1770000000,0.72%
2022/1/5,22907.25 ,23323.77 ,23323.77 ,22851.50 ,2770000000,-1.64%
2022/1/4,23289.84 ,23400.62 ,23439.30 ,23146.89 ,1760000000,0.06%
2022/1/3,23274.75 ,23510.54 ,23605.03 ,23193.19 ,734330000,-0.53%
2021/12/31,23397.67 ,23553.79 ,23590.12 ,23394.77 ,675940000,1.24%
2021/12/30,23112.01 ,23130.45 ,23248.26 ,22990.24 ,1010000000,0.11%
2021/12/29,23086.54 ,23253.98 ,23253.98 ,23008.28 ,828410000,-0.83%
2021/12/28,23280.56 ,23282.35 ,23319.44 ,23099.48 ,1430000000,0.24%
2021/12/24,23223.76 ,23375.99 ,23383.19 ,23186.57 ,622880000,0.13%
2021/12/23,23193.64 ,23141.79 ,23264.75 ,23027.15 ,1390000000,0.40%
2021/12/22,23102.33 ,23221.13 ,23258.71 ,22979.76 ,1230000000,0.57%
2021/12/21,22971.33 ,22795.57 ,23100.18 ,22730.08 ,1650000000,1.00%
2021/12/20,22744.86 ,23079.83 ,23145.30 ,22665.25 ,1680000000,-1.93%
2021/12/17,23192.63 ,23463.78 ,23463.78 ,23158.70 ,2190000000,-1.20%
2021/12/16,23475.50 ,23287.93 ,23526.05 ,23155.62 ,1500000000,0.23%
2021/12/15,23420.76 ,23658.04 ,23745.75 ,23325.92 ,1600000000,-0.91%
2021/12/14,23635.95 ,23693.73 ,23817.58 ,23560.13 ,1550000000,-1.33%
2021/12/13,23954.58 ,24242.26 ,24385.44 ,23936.93 ,1540000000,-0.17%
2021/12/10,23995.72 ,24070.56 ,24214.68 ,23916.63 ,1410000000,-1.07%
2021/12/9,24254.86 ,24168.41 ,24324.84 ,24153.72 ,1740000000,1.08%
2021/12/8,23996.87 ,24090.02 ,24097.98 ,23907.30 ,1780000000,0.06%
2021/12/7,23983.66 ,23704.51 ,23989.78 ,23512.50 ,2120000000,2.72%
2021/12/6,23349.38 ,23420.44 ,23628.30 ,23314.97 ,2360000000,-1.76%
2021/12/3,23766.69 ,23675.26 ,23802.77 ,23451.93 ,2720000000,-0.09%
2021/12/2,23788.93 ,23524.05 ,23807.00 ,23517.52 ,2330000000,0.55%
2021/12/1,23658.92 ,23595.57 ,23864.30 ,23537.65 ,2120000000,0.78%
2021/11/30,23475.26 ,23782.86 ,23888.37 ,23175.37 ,3340000000,-1.58%
2021/11/29,23852.24 ,23910.49 ,24134.32 ,23774.31 ,1740000000,-0.95%
2021/11/26,24080.52 ,24502.68 ,24502.68 ,24062.26 ,1800000000,-2.67%
2021/11/25,24740.16 ,24699.69 ,24762.61 ,24532.82 ,1190000000,0.22%
2021/11/24,24685.50 ,24672.10 ,24851.53 ,24557.63 ,1790000000,0.14%
2021/11/23,24651.58 ,24688.99 ,24794.72 ,24618.74 ,1490000000,-1.20%
2021/11/22,24951.34 ,25057.06 ,25099.95 ,24869.94 ,1510000000,-0.39%
2021/11/19,25049.97 ,24934.40 ,25077.15 ,24825.43 ,1640000000,-1.07%
2021/11/18,25319.72 ,25369.88 ,25414.21 ,25222.60 ,1340000000,-1.29%
2021/11/17,25650.08 ,25667.81 ,25667.81 ,25520.67 ,1190000000,-0.25%
2021/11/16,25713.78 ,25446.65 ,25746.71 ,25410.87 ,1530000000,1.27%
2021/11/15,25390.91 ,25437.99 ,25483.26 ,25230.33 ,1160000000,0.25%
2021/11/12,25327.97 ,25522.83 ,25527.13 ,25210.56 ,1630000000,0.32%
2021/11/11,25247.99 ,24856.11 ,25324.66 ,24836.21 ,2000000000,1.01%
2021/11/10,24996.14 ,24787.44 ,25013.11 ,24481.26 ,1690000000,0.74%
2021/11/9,24813.13 ,24952.82 ,24956.37 ,24678.66 ,1150000000,0.20%
2021/11/8,24763.77 ,24743.54 ,24837.77 ,24633.57 ,1760000000,-0.43%
2021/11/5,24870.51 ,24950.68 ,25049.37 ,24724.39 ,2020000000,-1.41%
2021/11/4,25225.19 ,25141.10 ,25244.98 ,25010.36 ,1640000000,0.80%
2021/11/3,25024.75 ,25060.93 ,25187.09 ,24808.59 ,1690000000,-0.30%
2021/11/2,25099.67 ,25609.01 ,25639.66 ,25030.69 ,1960000000,-0.22%
2021/11/1,25154.32 ,25268.35 ,25270.41 ,24972.50 ,1590000000,-0.88%
2021/10/29,25377.24 ,25466.86 ,25516.22 ,25314.24 ,2050000000,-0.70%
2021/10/28,25555.73 ,25648.42 ,25736.38 ,25473.16 ,2020000000,-0.28%
2021/10/27,25628.74 ,25795.17 ,25795.17 ,25555.17 ,1620000000,-1.57%
2021/10/26,26038.27 ,26234.94 ,26234.94 ,25905.08 ,1530000000,-0.36%
2021/10/25,26132.03 ,26020.78 ,26212.90 ,25929.67 ,1460000000,0.02%
2021/10/22,26126.93 ,26114.84 ,26195.29 ,25976.03 ,1700000000,0.42%
2021/10/21,26017.53 ,26141.85 ,26229.80 ,25840.59 ,2090000000,-0.45%
2021/10/20,26136.02 ,26074.20 ,26214.63 ,25915.62 ,1820000000,1.35%
2021/10/19,25787.21 ,25471.25 ,25808.62 ,25458.03 ,1670000000,1.49%
2021/10/18,25409.75 ,25425.32 ,25425.32 ,25123.25 ,1650000000,0.31%
2021/10/15,25330.96 ,25187.05 ,25330.96 ,24929.56 ,2350000000,1.24%
2021/10/13,25020.34 ,24837.76 ,25035.00 ,24836.76 ,,0.23%
2021/10/12,24962.59 ,24995.95 ,25188.78 ,24865.80 ,1840000000,-1.43%
2021/10/11,25325.09 ,25161.80 ,25437.16 ,25161.80 ,2110000000,1.96%
2021/10/8,24837.85 ,25064.80 ,25064.80 ,24595.58 ,2360000000,0.55%
2021/10/7,24701.73 ,24339.32 ,24741.28 ,24310.11 ,1760000000,3.07%
2021/10/6,23966.49 ,24259.20 ,24259.20 ,23812.35 ,1880000000,-0.57%
2021/10/5,24104.15 ,23771.65 ,24180.08 ,23681.44 ,1720000000,0.28%
2021/10/4,24036.37 ,24478.68 ,24478.68 ,23908.05 ,1600000000,-2.19%
2021/9/30,24575.64 ,24494.26 ,24660.68 ,24346.75 ,1580000000,-0.36%
2021/9/29,24663.50 ,24276.71 ,24694.46 ,24045.99 ,2150000000,0.67%
2021/9/28,24500.39 ,24323.00 ,24679.46 ,24232.98 ,2460000000,1.20%
2021/9/27,24208.78 ,24131.42 ,24509.00 ,24131.42 ,2320000000,0.07%
2021/9/24,24192.16 ,24487.24 ,24636.64 ,24095.79 ,2010000000,-1.30%
2021/9/23,24510.98 ,24614.14 ,24827.46 ,24313.68 ,2710000000,1.19%
2021/9/21,24221.54 ,23867.16 ,24284.87 ,23771.46 ,2080000000,0.51%
2021/9/20,24099.14 ,24640.43 ,24640.43 ,23871.84 ,2650000000,-3.30%
2021/9/17,24920.76 ,24589.17 ,24920.76 ,24424.74 ,3100000000,1.03%
2021/9/16,24667.85 ,25042.03 ,25045.55 ,24505.21 ,2500000000,-1.46%
2021/9/15,25033.21 ,25310.03 ,25411.91 ,24990.94 ,2420000000,-1.84%
2021/9/14,25502.23 ,25827.70 ,25900.68 ,25377.83 ,2400000000,-1.21%
2021/9/13,25813.81 ,25885.30 ,25886.90 ,25570.84 ,2320000000,-1.50%
2021/9/10,26205.91 ,25870.71 ,26205.91 ,25870.71 ,2000000000,1.91%
2021/9/9,25716.00 ,26076.93 ,26125.09 ,25624.52 ,2090000000,-2.30%
2021/9/8,26320.93 ,26396.11 ,26560.04 ,26164.79 ,1860000000,-0.12%
2021/9/7,26353.63 ,26207.22 ,26458.88 ,26135.40 ,1840000000,0.73%
2021/9/6,26163.63 ,25827.17 ,26176.43 ,25827.17 ,1910000000,1.01%
2021/9/3,25901.99 ,26022.67 ,26052.81 ,25811.77 ,2550000000,-0.72%
2021/9/2,26090.43 ,26203.52 ,26359.31 ,25967.98 ,2020000000,0.24%
2021/9/1,26028.29 ,25871.82 ,26101.95 ,25694.11 ,2180000000,0.58%
2021/8/31,25878.99 ,25524.23 ,25878.99 ,25110.72 ,2920000000,1.33%
2021/8/30,25539.54 ,25406.49 ,25583.59 ,25219.80 ,2000000000,0.52%
2021/8/27,25407.89 ,25337.55 ,25641.33 ,25304.62 ,1530000000,-0.03%
2021/8/26,25415.69 ,25673.78 ,25706.62 ,25255.83 ,1830000000,-1.08%
2021/8/25,25693.95 ,25930.05 ,25982.64 ,25548.47 ,1720000000,-0.13%
2021/8/24,25727.92 ,25428.68 ,25727.92 ,25361.75 ,2050000000,2.46%
2021/8/23,25109.59 ,25169.45 ,25458.33 ,25036.99 ,2180000000,1.05%
